strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
NIVA-CYA 836	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-836	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-836
NIVA-CYA 837	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-837	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-837
NIVA-CYA 838	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-838	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-838
NIVA-CYA 839	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-839	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-839
NIVA-CYA 85	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-85	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-85
NIVA-CYA 850	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-850	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-850
NIVA-CYA 851	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-851	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-851
NIVA-CYA 852	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-852	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-852
NIVA-CYA 853	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-853	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-853
NIVA-CYA 855	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-855	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-855
NIVA-CYA 86	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-86	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-86
NIVA-CYA 87	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-87	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-87
NIVA-CYA 88/1	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-881	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-881
NIVA-CYA 88/2	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-882	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-882
NIVA-CYA 88/3	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-883	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-883
NIVA-CYA 89/1	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-891	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-891
NIVA-CYA 89/3	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-893	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-893
NIVA-CYA 89/4	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-894	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-894
NIVA-CYA 89/5	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-895	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-895
NIVA-CYA 90	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-90	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-90
NIVA-CYA 91	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-91	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-91
NIVA-CYA 92	Kamptonema formosum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-92	https://norcca.scrol.net/species/kamptonema-formosum	Kamptonema formosum	837205	niva-cya-92
NIVA-CYA 93	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-93	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-93
NIVA-CYA 94	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-94	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-94
NIVA-CYA 95	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-95	https://norcca.scrol.net/species/tychonema-bornetii	Tychonema bornetii	177615	niva-cya-95
NIVA-CYA 96/1	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-961	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-961
NIVA-CYA 96/3	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-963	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-963
NIVA-CYA 97/1	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-971	https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064	niva-cya-971
NIVA-CYA 97/3	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-973	https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064	niva-cya-973
NIVA-CYA 97/4	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-974	https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064	niva-cya-974
NIVA-CYA 97/5	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-975	https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064	niva-cya-975
NIVA-CYA 98	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-98	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-98
NIVA-CYA 99	Symploca sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-99	https://norcca.scrol.net/species/symploca-sp	Symploca	178510	niva-cya-99
UIO 003	Mantoniella squamata	Chlorophyta	Mamiellophyceae	Marine	https://norcca.scrol.net/strain/uio-003	https://norcca.scrol.net/species/mantoniella-squamata	Mantoniella squamata	134563	uio-003
UIO 007	Pseudoscourfieldia marina	Chlorophyta	Prasinophyceae	Marine	https://norcca.scrol.net/strain/uio-007	https://norcca.scrol.net/species/pseudoscourfieldia-marina	Pseudoscourfieldia marina	134566	uio-007
UIO 012	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Marine	https://norcca.scrol.net/strain/uio-012	https://norcca.scrol.net/species/synechococcus-sp	Synechococcus	160572	uio-012
UIO 013	Synechococcus sp.	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/uio-013	https://norcca.scrol.net/species/synechococcus-sp	Synechococcus	160572	uio-013
UIO 018	Phormidium sp.	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/uio-018	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	uio-018
UIO 026	Haptolina ericina	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-026	https://norcca.scrol.net/species/haptolina-ericina	Haptolina ericina	624976	uio-026
UIO 027	Haptolina ericina	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-027	https://norcca.scrol.net/species/haptolina-ericina	Haptolina ericina	624976	uio-027
UIO 028	Haptolina ericina	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-028	https://norcca.scrol.net/species/haptolina-ericina	Haptolina ericina	624976	uio-028
UIO 028/1	Haptolina ericina	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-0281	https://norcca.scrol.net/species/haptolina-ericina	Haptolina ericina	624976	uio-0281
UIO 030	Haptolina hirta				https://norcca.scrol.net/strain/uio-030	https://norcca.scrol.net/species/haptolina-hirta	Haptolina hirta	699623	uio-030
UIO 033	Prymnesium kappa	Haptophyta	Prymnesiophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-033	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesium kappa	624968	uio-033
UIO 033/1	Prymnesium kappa	Haptophyta	Prymnesiophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-0331	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesium kappa	624968	uio-0331
UIO 034	Prymnesium kappa	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-034	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesium kappa	624968	uio-034
UIO 034/1	Prymnesium kappa	Haptophyta	Prymnesiophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-0341	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesium kappa	624968	uio-0341
UIO 040/1	Prymnesium polylepis	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-0401	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesium polylepis	670030	uio-0401
UIO 041	Prymnesium polylepis	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-041	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesium polylepis	670030	uio-041
UIO 042	Prymnesium sp.	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-042	https://norcca.scrol.net/species/prymnesium-sp	Prymnesium	160563	uio-042
UIO 043	Haptolina cf. herdlensis	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-043	https://norcca.scrol.net/species/haptolina-cf-herdlensis	Haptolina cf. herdlensis	624978	uio-043
UIO 044	Chrysochromulina rotalis	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-044	https://norcca.scrol.net/species/chrysochromulina-rotalis	Chrysochromulina rotalis	619010	uio-044
UIO 046	Chrysochromulina scutellum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-046	https://norcca.scrol.net/species/chrysochromulina-scutellum	Chrysochromulina scutellum	612318	uio-046
UIO 049	Chrysochromulina throndsenii	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-049	https://norcca.scrol.net/species/chrysochromulina-throndsenii	Chrysochromulina throndsenii	619023	uio-049
UIO 050	Chrysochromulina sp.	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-050	https://norcca.scrol.net/species/chrysochromulina-sp	Chrysochromulina	115090	uio-050
UIO 054	Prymnesium parvum	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-054	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	uio-054
UIO 056	Prymnesium parvum	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-056	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	uio-056
UIO 061	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-061	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-061
UIO 063	Brachiomonas submarina	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/uio-063	https://norcca.scrol.net/species/brachiomonas-submarina	Brachiomonas submarina	345437	uio-063
UIO 067	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae		https://norcca.scrol.net/strain/uio-067	https://norcca.scrol.net/species/tetraselmis-sp	Tetraselmis	134526	uio-067
UIO 081	Amphidinium carterae	Myzozoa	Dinophyceae		https://norcca.scrol.net/strain/uio-081	https://norcca.scrol.net/species/amphidinium-carterae	Amphidinium carterae	109723	uio-081
UIO 085	Prorocentrum cordatum	Myzozoa	Dinophyceae		https://norcca.scrol.net/strain/uio-085	https://norcca.scrol.net/species/prorocentrum-cordatum	Prorocentrum cordatum	232376	uio-085
UIO 086	Prorocentrum cordatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/uio-086	https://norcca.scrol.net/species/prorocentrum-cordatum	Prorocentrum cordatum	232376	uio-086
UIO 090	Diacronema lutheri	Haptophyta	Pavlovophyceae		https://norcca.scrol.net/strain/uio-090	https://norcca.scrol.net/species/diacronema-lutheri	Diacronema lutheri	590558	uio-090
UIO 093	Isochrysis galbana	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-093	https://norcca.scrol.net/species/isochrysis-galbana	Isochrysis galbana	573884	uio-093
UIO 094	Chrysotila pseudoroscoffensis	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-094	https://norcca.scrol.net/species/chrysotila-pseudoroscoffensis	Chrysotila pseudoroscoffensis	837014	uio-094
UIO 095	Chrysotila carterae	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-095	https://norcca.scrol.net/species/chrysotila-carterae	Chrysotila carterae	837255	uio-095
UIO 134	Haptolina hirta				https://norcca.scrol.net/strain/uio-134	https://norcca.scrol.net/species/haptolina-hirta	Haptolina hirta	699623	uio-134
UIO 135	Chrysochromulina throndsenii	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-135	https://norcca.scrol.net/species/chrysochromulina-throndsenii	Chrysochromulina throndsenii	619023	uio-135
UIO 138	Dicrateria rotunda	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-138	https://norcca.scrol.net/species/dicrateria-rotunda	Dicrateria rotunda	840109	uio-138
UIO 139	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-139	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-139
UIO 140	Isochrysis galbana	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-140	https://norcca.scrol.net/species/isochrysis-galbana	Isochrysis galbana	573884	uio-140
UIO 141	Pavlova gyrans	Haptophyta	Pavlovophyceae		https://norcca.scrol.net/strain/uio-141	https://norcca.scrol.net/species/pavlova-gyrans	Pavlova gyrans	573929	uio-141
UIO 202	Heterosigma akashiwo	Ochrophyta	Raphidophyceae	Marine	https://norcca.scrol.net/strain/uio-202	https://norcca.scrol.net/species/heterosigma-akashiwo	Heterosigma akashiwo	160585	uio-202
UIO 222	Prymnesium parvum	Haptophyta	Prymnesiophyceae	Brackish	https://norcca.scrol.net/strain/uio-222	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	uio-222
UIO 223	Prymnesium parvum	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-223	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	uio-223
UIO 224	Prymnesium parvum	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-224	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	uio-224
UIO 226	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/uio-226	https://norcca.scrol.net/species/dunaliella-tertiolecta	Dunaliella tertiolecta	178590	uio-226
UIO 230	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/uio-230	https://norcca.scrol.net/species/protoceratium-reticulatum	Protoceratium reticulatum	110321	uio-230
UIO 231	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/uio-231	https://norcca.scrol.net/species/protoceratium-reticulatum	Protoceratium reticulatum	110321	uio-231
UIO 257	Cryptophyceae	Cryptophyta	Cryptophyceae		https://norcca.scrol.net/strain/uio-257	https://norcca.scrol.net/species/cryptophyceae	Cryptophyceae	17639	uio-257
UIO 258	Cryptophyceae	Cryptophyta	Cryptophyceae	Marine	https://norcca.scrol.net/strain/uio-258	https://norcca.scrol.net/species/cryptophyceae	Cryptophyceae	17639	uio-258
UIO 265	Emiliania huxleyi	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-265	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-265
UIO 368	Micromonas sp.	Chlorophyta	Mamiellophyceae		https://norcca.scrol.net/strain/uio-368	https://norcca.scrol.net/species/micromonas-sp	Micromonas	134533	uio-368
UIO 369	Attheya sp.	Bacillariophyta	Mediophyceae		https://norcca.scrol.net/strain/uio-369	https://norcca.scrol.net/species/attheya-sp	Attheya	160519	uio-369
UIO 370	Thalassiosira sp.	Bacillariophyta	Mediophyceae		https://norcca.scrol.net/strain/uio-370	https://norcca.scrol.net/species/thalassiosira-sp	Thalassiosira	148912	uio-370
UIO 371	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-371	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-371
UIO 372	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-372	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-372
UIO 373	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-373	https://norcca.scrol.net/species/emiliania-huxleyi	Emiliania huxleyi	115104	uio-373
UIO 396	Diacronema lutheri	Haptophyta	Pavlovophyceae	Marine	https://norcca.scrol.net/strain/uio-396	https://norcca.scrol.net/species/diacronema-lutheri	Diacronema lutheri	590558	uio-396
UIO 403	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-403	https://norcca.scrol.net/species/skeletonema-sp	Skeletonema	149073	uio-403
UIO 404	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-404	https://norcca.scrol.net/species/skeletonema-sp	Skeletonema	149073	uio-404
UIO 405	Detonula sp.	Ochrophyta	Bacillariophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-405	https://norcca.scrol.net/species/detonula-sp	Detonula	149285	uio-405
UIO 406	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-406	https://norcca.scrol.net/species/chaetoceros-sp	Chaetoceros	148985	uio-406
UIO 407	Chaetoceros neogracilis	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-407	https://norcca.scrol.net/species/chaetoceros-neogracilis	Chaetoceros neogracilis	178207	uio-407
UIO 409	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-409	https://norcca.scrol.net/species/chaetoceros-sp	Chaetoceros	148985	uio-409
UIO 410	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-410	https://norcca.scrol.net/species/chaetoceros-sp	Chaetoceros	148985	uio-410
UIO 411	Corethron sp.	Ochrophyta	Bacillariophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-411	https://norcca.scrol.net/species/corethron-sp	Corethron	149109	uio-411
UIO 412	Halosphaera sp.	Chlorophyta	Pyramimonadophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-412	https://norcca.scrol.net/species/halosphaera-sp	Halosphaera	134528	uio-412
UIO 413	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-413	https://norcca.scrol.net/species/thalassiosira-sp	Thalassiosira	148912	uio-413
UIO 414	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-414	https://norcca.scrol.net/species/thalassiosira-sp	Thalassiosira	148912	uio-414
UIO 416	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-416	https://norcca.scrol.net/species/skeletonema-sp	Skeletonema	149073	uio-416
