List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	3			cell	31-33x39				39	32		1	11789,65333			1437,451575		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	4			cell	34-36x40				40	35		1	14744,91667			1773,408934		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	5			cell	37-39x41				41	38		1	18136,64			2153,964875		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	7			cell	43-45x47				47	44		1	27963,584			3234,479635		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	8			cell	55-65x55-65				60	60		1	67824			7432,291985		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium granii			(Ostenfeld) Balech 1974	110223	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	9			cell	40-42x42				42	41		1	21993,08333			2581,430385		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium laticeps			(Grøntved et Seidenfaden) Balech 1974	110228	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110228	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	1			cell	45x45-55				50	45		1	30732,75			3534,36573		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium leonis			(Pavillard) Balech 1974	110229	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110229	HT	2 cones-30%	?/12*d^2*h*0.7	1			cell	60x60				60	60		1	39564			4480,419024				Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium longispinum			(Kofoid) Balech 1974	233195	http://www.marinespecies.org/aphia.php?p=taxdetails&id=233195	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	1			cell	60x70-90				80	60		1	82896			8973,394848		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium marielebouriae			(Paulsen, 1931) Balech 1974	614620	http://www.marinespecies.org/aphia.php?p=taxdetails&id=614620	HT	2 cones-30%	?/12*d^2*h*0.7	2			cell	60x45-75				60	60		1	39564			4480,419024			Protoperidinium marie-lebouriae	Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium oblongum			(Aurivillius) Parke & Dodge 1976	110238	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110238	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	1			cell	60x75-85				80	60		1	82896			8973,394848		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium oblongum			(Aurivillius) Parke & Dodge 1976	110238	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110238	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	2			cell	 50x85-95				90	50		1	60183,33333			6643,270535		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium oblongum			(Aurivillius) Parke & Dodge 1976	110238	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110238	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	3			cell	70x95-105				100	70		1	138474			14527,75564		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium oblongum			(Aurivillius) Parke & Dodge 1976	110238	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110238	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	4			cell	65x105-115				110	65		1	126031,75			13298,55457		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium oblongum			(Aurivillius) Parke & Dodge 1976	110238	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110238	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	5			cell	110x130-150				140	110		1	493922			47951,14272		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pallidum			(Ostenfeld) Balech 1973	110244	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110244	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	1			cell	52-57x70				70	55		1	61740,25			6804,519507		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pallidum			(Ostenfeld) Balech 1973	110244	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110244	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	2			cell	 57-62x80				80	60		1	82896			8973,394848		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pallidum			(Ostenfeld) Balech 1973	110244	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110244	HT	(cone + half sphere)-20%	?/12*d^2*(h+d/2)*0.8	3			cell	67-72x90				90	70		1	128216,6667			13514,92437		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	1			cell	35-37x42				42	36		1	15260,4			1831,564206		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	2			cell	38-40x60				60	40		1	25120			2924,638471		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	3			cell	41-43x52				52	42		1	25271,505			2941,198664		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	4			cell	 44-46x47				47	45		1	27619,73438			3197,119426		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	5			cell	 47-49x55				55	48		1	35720,64			4070,473292		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pellucidum			Bergh 1881	110245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	6			cell	50-54x52				52	52		1	41391,48			4674,478195		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pentagonum			(Gran) Balech 1974	110247	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110247	HT	2 cones-30%	?/12*d^2*h*0.7	1			cell	60x80				80	60		1	52752			5869,973035				Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium punctulatum			(Paulsen) Balech 1974	110248	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110248	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	1			cell	65x55				55	65		1	72551,17188			7917,696903		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium pyriforme			(Paulsen) Balech 1974	110249	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110249	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	40x50				50	40		1	29306,66667			3380,144168				Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	1			cell	32-37x30				30	35		1	11419,29688			1395,009335		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	2			cell	37-42x50				50	40		1	21980			2579,988382		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	3			cell	25-30x25-30				27,5	27,5		1	6122,080078			776,876381		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	4			cell	30-40x30-40				35	35		1	12621,32813			1532,467949		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	5			cell	35-45x50-60				55	40		1	23550			2752,664088		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	6			cell	40-50x40-50				45	45		1	26824,92188			3110,65159		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium steinii			(Jørgensen, 1899) Balech 1974	110257	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110257	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	7			cell	40-50x50-60				55	45		1	30798,98438			3541,51778		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium subinerme			(Paulsen) Loeblich III 1969	110259	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110259	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	1			cell	 40x40				40	40		1	18840			2232,31108		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium subinerme			(Paulsen) Loeblich III 1969	110259	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110259	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	2			cell	44x46				46	44		1	25835,92			3002,838825		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium subinerme			(Paulsen) Loeblich III 1969	110259	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110259	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	3			cell	50x60				60	50		1	41703,125			4707,518835		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium thorianum			(Paulsen, 1905) Balech 1974	110260	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110260	HT	rotational ellipsoid-20%	?/6*d^2*l*0.8	1			cell	50x60	60				50		1	62800			6914,135026				Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium thorianum			(Paulsen, 1905) Balech 1974	110260	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110260	HT	rotational ellipsoid-20%	?/6*d^2*l*0.8	2			cell	60x70	70				60		1	105504			11253,90571				Species	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	1			cell	15x20				20	15		1	1214,296875			170,07278		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	2			cell	 20x25				25	20		1	2747,5			366,113929		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	3			cell	25x30				30	25		1	5212,890625			668,021697		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	4			cell	30x35				35	30		1	8831,25			1095,894071		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	5			cell	35x40				40	35		1	13823,35938			1669,129068		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	6			cell	40x45				45	40		1	20410			2406,557998		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	7			cell	45x50				50	45		1	28811,95313			3326,538208		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	8			cell	50x55				55	50		1	39250			4447,021129		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	9			cell	55x60				60	55		1	51944,92188			5785,604199		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	10			cell	50-60x40-50				45	55		1	43040,07813			4849,093364		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	11			cell	50-80x70-80				75	65		1	89134,29688			9606,072469		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	12			cell	80-90x80-100				90	85		1	187872,5781			19346,90411		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium	Protoperidinium			Bergh 1881	109553	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109553	HT	(cone + half sphere)-25%	?/12*d^2*(h+d/2)*0.75	13			cell	90-110x100-110				105	100		1	304187,5			30417,49824		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""FORMULA"""		Genus	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	1			cell	<10					8		1	214,357333			33,372801				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	2			cell	 10-15					12		1	723,456			104,578338				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	3			cell	 15-20					17		1	2056,909333			278,973387				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	4			cell	 20-27					25		1	6541,666667			826,770874				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	5			cell	 27-40					32		1	13718,86933			1657,279099				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	6			cell	 40-50					45		1	38151			4329,999196				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	7			cell	 50-70					60		1	90432			9737,337805				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	sphere-20%	?/6*d^3*0.8	8			cell	70					70		1	143602,6667			15032,43529				Order	
PEG_BVOL2023	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridiniales	Peridiniales				109394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109394	AU	2 cones	?/12*d^2*h	9			cell	<10				10	8		1	167,466667			26,468084				Order	
