List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium moniliferum			Ehrenberg ex Ralfs 1848	577666	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577666	AU	2 cones	?/12*d^2*h	1			cell	 40x250-350				300	40		1	125600			13255,77191		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium parvulum			Nägeli 1849	162727	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162727	AU	2 cones	?/12*d^2*h	1			cell	 10-12x90-110				100	11		1	3166,166667			418,268312		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium strigosum			Brébisson 1856	578388	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578388	AU	2 cones	?/12*d^2*h	1			cell	 10-12x200-250				230	11,2		1	7549,397333			945,830654		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium strigosum			Brébisson 1856	578388	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162725	AU	2 cones	?/12*d^2*h	2			cell	 12-16x200-250				210	14		1	10770,2			1320,419318		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium			Nitzsch ex Ralfs 1848	162725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=478557	AU	spindle	2/15*?*d^2*h	5			cell	 4-5x80-100				90	4,5		1	763,02	14		109,93981		Corrected Class from Conjugatophyceae to Zygnematophyceae, New size class of size class 4, new geometric shape, follows CEN standard. Corresponds better to actual cell shape		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium			Nitzsch ex Ralfs 1848	162725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162725	AU	spindle	2/15*?*d^2*h	6			cell	5-10x100-150				125	7		1	2564,333333	14		343,147458		Corrected Class from Conjugatophyceae to Zygnematophyceae, New size class of size class 3, new geometric shape, follows CEN standard. Corresponds better to actual cell shape		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium			Nitzsch ex Ralfs 1848	162725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162725	AU	spindle	2/15*?*d^2*h	7			cell	 10-11x150-250				200	10		1	8373,333333	14		1042,450232		Corrected Class from Conjugatophyceae to Zygnematophyceae, New size class of size class 1, new geometric shape, follows CEN standard. Corresponds better to actual cell shape		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Closterium	Closterium			Nitzsch ex Ralfs 1848	162725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162725	AU	spindle	2/15*?*d^2*h	8			cell	 30x150-200				170	30		1	64056	14		7043,903829		Corrected Class from Conjugatophyceae to Zygnematophyceae, New size class of size class 2, new geometric shape, follows CEN standard. Corresponds better to actual cell shape		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Cosmarium	Cosmarium			Corda ex Ralfs 1848	478557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=478557	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	20	20				15	7	1	1099			154,86404		Corrected Class from Conjugatophyceae to Zygnematophyceae		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Cosmarium	Cosmarium			Corda ex Ralfs 1848	478557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=478557	AU	flattened ellipsoid	?/6*l*d1*d2	2			cell	35	35				30	15	1	8242,5			1027,148203		Corrected Class from Conjugatophyceae to Zygnematophyceae		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Cosmarium	Cosmarium			Corda ex Ralfs 1848	478557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=478557	AU	flattened ellipsoid	?/6*l*d1*d2	3			cell	70	70				50	15	1	27475			3181,385171		Corrected Class from Conjugatophyceae to Zygnematophyceae		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Spondylosium	Spondylosium planum			(Wolle) West & G.S.West 1912	609110	https://www.marinespecies.org/aphia.php?p=taxdetails&id=609110	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	10-20x10-20	15				15	6	1	706,5			102,275138		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Staurastrum	Staurastrum			Meyen ex Ralfs 1848 	162728	https://www.marinespecies.org/aphia.php?p=taxdetails&id=162728	AU	two truncated cones	?/6*h*(d1^2+d1d2+d2^2)	1			cell	14x10				10	14	11,2	1	2502,789333			335,408577		Corrected Class from Conjugatophyceae to Zygnematophyceae		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Staurodesmus	Staurodesmus triangularis			(Lagerheim) Teiling 1948	609286	http://www.marinespecies.org/aphia.php?p=taxdetails&id=609286	AU	two truncated cones	?/6*h*(d1^2+d1d2+d2^2)	1			cell	20x17				17	20	16	1	8683,146667			1078,627733		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Staurodesmus	Staurodesmus			Teiling 1948	577680	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577680	AU	two truncated cones	?/6*h*(d1^2+d1d2+d2^2)	1			cell	 16-27 x10-20				15	22	14	1	7755,8			970,092462		Corrected Class from Conjugatophyceae to Zygnematophyceae		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Zygnematophyceae	DESMIDIALES	Xanthidium	Xanthidium antilopeum			(Bréb.) Kützing 1849	704932	http://www.marinespecies.org/aphia.php?p=taxdetails&id=704932	AU	2 rotational ellipsoids	2x?/6*d^2*l	2			cell	25-30x50-60	55				27		1	41966,1			4735,387758		Corrected Class from Conjugatophyceae to Zygnematophyceae		Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix gelatinosa			Wille 1898	572036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572036	AU	cone	?/12*d^2*h	1			cell	 5x16				16	5		1	104,666667			17,023695				Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix gelatinosa			Wille 1898	572036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572036	AU	cone	?/12*d^2*h	2			colony	 5x16				16	5		2	209,333333			34,04739				Species	colonies of cells up to 80, randomly distributed or arranged in irregular rows within a mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix gelatinosa			Wille 1898	572036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572036	AU	cone	?/12*d^2*h	3			colony	 5x16				16	5		4	418,666667			68,09478				Species	colonies of cells up to 80, randomly distributed or arranged in irregular rows within a mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix gelatinosa			Wille 1898	572036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572036	AU	cone	?/12*d^2*h	4			colony	 5x16				16	5		8	837,333333			136,189561				Species	colonies of cells up to 80, randomly distributed or arranged in irregular rows within a mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix gelatinosa			Wille 1898	572036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572036	AU	cone	?/12*d^2*h	5			colony	 5x16				16	5		16	1674,666667			272,379122				Species	colonies of cells up to 80, randomly distributed or arranged in irregular rows within a mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix genevensis			(Reverdin) Hindák 1962	578431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578431	AU	2 cones	?/12*d^2*h	1			cell	 3-4x15-20				18	3,5		1	57,6975			9,731509				Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix genevensis			(Reverdin) Hindák 1962	578431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578431	AU	2 cones	?/12*d^2*h	2			colony	 3-4x15-20				18	3,5		2	115,395			19,463017				Species	colonies of 2,4,8,16 cells, enclosed by a spindle-shaped mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix genevensis			(Reverdin) Hindák 1962	578431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578431	AU	2 cones	?/12*d^2*h	3			cell	 4-6x25-35				30	5		1	196,25			30,718643				Species	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix genevensis			(Reverdin) Hindák 1962	578431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578431	AU	2 cones	?/12*d^2*h	4			colony	 4-6x25-35				30	5		2	392,5			61,437286				Species	colonies of 2,4,8,16 cells, enclosed by a spindle-shaped mucilaginous envelope
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix			Wille 1898	572035	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572035	AU	2 cones	?/12*d^2*h	1			cell	3-5x10-14				12	4		1	50,24			8,545537				Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix			Wille 1898	572035	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572035	AU	2 cones	?/12*d^2*h	2			cell	5-6x25-30				27,5	5,5		1	217,673958			33,857433				Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix			Wille 1898	572035	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572035	AU	spindle	2/15*?*d^2*h	4			cell	3-5x10-14				12	4		1	80,384	14		13,286421		New size class with the geometric shape spindle, follows CEN standard.		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Klebsormidiophyceae	KLEBSORMIDIALES	Elakatothrix	Elakatothrix			Wille 1898	572035	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572035	AU	spindle	2/15*?*d^2*h	5			cell	5-6x25-30				27,5	5,5		1	348,278333	14		52,640826		New size class with the geometric shape spindle, follows CEN standard.		Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Conjugatophyceae	ZYGNEMATALES	Mougeotia	Mougeotia			C.Agardh 1824 	248137	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248137	AU	cylinder	?/4*d^2*h	1			cell	 9x75-95				85	9		1	5404,725			691,079743				Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Conjugatophyceae	ZYGNEMATALES	Mougeotia	Mougeotia			C.Agardh 1824 	248137	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248137	AU	cylinder	?/4*d^2*h	2			cell	9x150-200				175	9		1	11127,375			1361,496469				Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Conjugatophyceae	ZYGNEMATALES	Mougeotia	Mougeotia			C.Agardh 1824 	248137	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248137	AU	cylinder	?/4*d^2*h	3			cell	10-12x100-150				125	11		1	11873,125			1447,005973				Genus	 -
PEG_BVOL2023	x		CHAROPHYTA	Conjugatophyceae	ZYGNEMATALES	Mougeotia	Mougeotia			C.Agardh 1824 	248137	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248137	AU	cylinder	?/4*d^2*h	4			cell	6-7x60-90				75	6,5		1	2487,46875			333,480289				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Chlorodendrales	Chlorodendrales				17666	http://www.marinespecies.org/aphia.php?p=taxdetails&id=17666	AU	sphere-20%	?/6*d^3*0.8	1			cell	08-Jun					7		1	143,602667			22,910224				Order	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Chlorodendrales	Chlorodendrales				17666	http://www.marinespecies.org/aphia.php?p=taxdetails&id=17666	AU	sphere-20%	?/6*d^3*0.8	2			cell	12-Oct					11		1	557,245333			81,84485				Order	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Chlorodendrales	Chlorodendrales				17666	http://www.marinespecies.org/aphia.php?p=taxdetails&id=17666	AU	sphere-20%	?/6*d^3*0.8	3			cell	06-Apr					5		1	52,333333			8,879462				Order	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Pachysphaera	Pachysphaera			Ostenfeld 1899	160594	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160594	AU	sphere-20%	?/6*d^3*0.8	1			cell	 6-8					7		1	143,602667			22,910224				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Pachysphaera	Pachysphaera			Ostenfeld 1899	160594	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160594	AU	rotational ellipsoid	?/6*d^2*l	2			cell	9-10x14-16	15				9,5		1	708,4625			102,541883				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorodendrophyceae	CHLORODENDRALES	Tetraselmis	Tetraselmis cordiformis			(H.J.Carter) Stein 1878	248171	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248171	AU	rotational ellipsoid	?/6*d^2*l	2			cell	16-20	18				15		1	2119,5			286,937251		New size class of size class 1, new geometric shape, follows CEN standard. Corresponds better to actual cell shape		Species	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Carteria	Carteria			Diesing 1866	367250	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367250	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 4-5 x6-8	7				4,5		1	74,1825			12,321592				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Carteria	Carteria			Diesing 1866	367250	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367250	AU	rotational ellipsoid	?/6*d^2*l	2			cell	10-12 x15-25	20				11		1	1266,466667			176,925037				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydocapsa	Chlamydocapsa ampla			(Kützing) Fott 1972	608478	http://www.marinespecies.org/aphia.php?p=taxdetails&id=608478	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 7x11	11				7		1	282,076667			43,186551				Species	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydocapsa	Chlamydocapsa ampla			(Kützing) Fott 1972	608478	http://www.marinespecies.org/aphia.php?p=taxdetails&id=608478	AU	rotational ellipsoid	?/6*d^2*l	2			colony	 7x11	11				7		4	1128,306667			172,746202				Species	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	sphere	?/6*d^3	1			cell	 5-6					5,6		1	91,905707			15,067193				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	sphere	?/6*d^3	2			cell	 6-10					8,4		1	310,18176			47,215155				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	sphere	?/6*d^3	3			cell	 10-15					12,5		1	1022,135417			144,67123				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	rotational ellipsoid	?/6*d^2*l	4			cell	 3-5x5-8	6,5				4		1	54,426667			9,212574				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	rotational ellipsoid	?/6*d^2*l	5			cell	 5-10x12	12				7,5		1	353,25			53,346129				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Chlamydomonas	Chlamydomonas			Ehrenberg 1833	178583	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178583	AU	rotational ellipsoid	?/6*d^2*l	6			cell	 12x15	15				12		1	1130,4			159,015236				Genus	 -
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina elegans			Ehrenberg 1832	390665	http://www.marinespecies.org/aphia.php?p=taxdetails&id=390665	AU	sphere	?/6*d^3	1			cell	 7-10					8,4		1	310,18176			47,215155				Species	"coenobia elliptical - cells spherical or ellipsoidal, most 32, less often 4-, 8-, 16-, 64 celled;"
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina elegans			Ehrenberg 1832	390665	http://www.marinespecies.org/aphia.php?p=taxdetails&id=390665	AU	sphere	?/6*d^3	2			cell	 10-15					12,6		1	1046,86344			147,955288				Species	"coenobia elliptical - cells spherical or ellipsoidal, most 32, less often 4-, 8-, 16-, 64 celled;"
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina unicocca			G.M.Smith 1931	616522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=616522	AU	sphere	?/6*d^3	1			cell	8					8		1	267,946667			41,15202				Species	coenobia elliptical - usually -32cell, cells spherical or pear-shaped(Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina unicocca			G.M.Smith 1931	616522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=616522	AU	sphere	?/6*d^3	2			cell	9					9		1	381,51			57,343978				Species	coenobia elliptical - usually -32cell, cells spherical or pear-shaped(Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina unicocca			G.M.Smith 1931	616522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=616522	AU	sphere	?/6*d^3	3			cell	10					10		1	523,333333			77,159014				Species	coenobia elliptical - usually -32cell, cells spherical or pear-shaped(Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina unicocca			G.M.Smith 1931	616522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=616522	AU	sphere	?/6*d^3	4			cell	11					11		1	696,556667			100,922932				Species	coenobia elliptical - usually -32cell, cells spherical or pear-shaped(Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Eudorina	Eudorina unicocca			G.M.Smith 1931	616522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=616522	AU	sphere	?/6*d^3	5			cell	12					12		1	904,32			128,955609				Species	coenobia elliptical - usually -32cell, cells spherical or pear-shaped(Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Fusola	Fusola viridis			J.W.Snow 1903	661077	http://www.marinespecies.org/aphia.php?p=taxdetails&id=661077	AU	spindle	2/15*?*d^2*h	2			cell	 5x16				16	5		1	167,466667	14		26,468084		New size class of size class 1, new geometric shape, follows CEN standard. Corresponds better to actual cell shape	Elakatothrix viridis	Species	colonies usually of 2 cells (Tikkanen)
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Mychonastes	Mychonastes jurisii			(Hindák) Krienitz, C.Bock, Dadheech & Proschold 2011 	624375	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624375	AU	sphere	?/6*d^3	1			cell	 4-5					4,5		1	47,68875			8,137412			Dactylosphaerium jurisii	Species	"colonies not so compact, more loose and irregular, cells frequently solitary (KRIENITZ L., BOCK C., DADHEECH P.K. AND PRO¨ SCHOLD T. 2011. Taxonomic reassessment of the genus Mychonastes
(Chlorophyceae, Chlorophyta) including the description of eight new species. Phycologia 50: 89–106. DOI: 10.2216/10-
15.1)"
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Mychonastes	Mychonastes elegans			(Bachmann) Krienitz, C.Bock, Dadheech & Proschold 2011 	578226	http://www.marinespecies.org/aphia.php?p=taxdetails&id=578226	AU	rotational ellipsoid	?/6*d^2*l	1			colony	 3x5	5				3		4	94,2			16,780821			Dictyosphaerium elegans	Species	"connecting strands regularly cross-shaped branched, slim, elongated (KRIENITZ L., BOCK C., DADHEECH P.K. AND PRO¨ SCHOLD T. 2011. Taxonomic reassessment of the genus Mychonastes
(Chlorophyceae, Chlorophyta) including the description of eight new species. Phycologia 50: 89–106. DOI: 10.2216/10-
15.1) "
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	1			cell	8					8		1	267,946667			41,15202				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	2			coenobium	8					8		8	2143,573333			329,216161				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	3			coenobium	8					8		16	4287,146667			658,432323				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	4			cell	9					9		1	381,51			57,343978				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	5			coenobium	9					9		8	3052,08			458,751823				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	6			coenobium	9					9		16	6104,16			917,503645				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	7			cell	10					10		1	523,333333			77,159014				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	8			coenobium	10					10		8	4186,666667			617,272108				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	9			coenobium	10					10		16	8373,333333			1234,544216				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	10			cell	11					11		1	696,556667			100,922932				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	11			coenobium	11					11		8	5572,453333			807,383459				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
PEG_BVOL2023	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Pandorina	Pandorina morum			(O.F.Müller) Bory de Saint-Vincent 1824	577877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577877	AU	sphere	?/6*d^3	12			coenobium	11					11		16	11144,90667			1614,766918				Species	coenobia elliptical with (8)16 cells, cells inversely ovate, in dense concentration in the middle of the coenobium
