scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Spiniferomonas trioralis	Species	610050	Spiniferomonas	345524	E.Takahashi	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Synuraceae	Spiniferomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Synuraceae - [Genus] Spiniferomonas - [Species] Spiniferomonas trioralis
Synura spinosa	Species	610056	Synura	178594	Korshikov, 1929	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Synuraceae	Synura	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Synuraceae - [Genus] Synura - [Species] Synura spinosa
Isthmochloron lobulatum	Species	610070	Isthmochloron	578233	(Nägeli) Skuja, 1948	accepted	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Isthmochloron	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Xanthophyceae - [Order] Mischococcales - [Family] Pleurochloridaceae - [Genus] Isthmochloron - [Species] Isthmochloron lobulatum
Trachelomonas rugulosa	Species	610196	Trachelomonas	163247	F.Stein, 1878	accepted	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Trachelomonas	[Class] Euglenoidea - [Subclass] Euglenia - [Order] Euglenida - [Family] Euglenaceae - [Genus] Trachelomonas - [Species] Trachelomonas rugulosa
Bitrichia longispina	Species	610214	Bitrichia	578212	(J.W.G.Lund) Bourrelly, 1957	accepted	Chromista	Ochrophyta	Chrysophyceae	Hibberdiales	Stylococcaceae	Bitrichia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Class] Chrysophyceae - [Order] Hibberdiales - [Family] Stylococcaceae - [Genus] Bitrichia - [Species] Bitrichia longispina
Chrysococcus cordiformis	Species	610225	Chrysococcus	248110	Naumann, 1919	accepted	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Chrysococcus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Class] Chrysophyceae - [Order] Chromulinales - [Family] Dinobryaceae - [Genus] Chrysococcus - [Species] Chrysococcus cordiformis
Epipyxis polymorpha	Species	610244	Epipyxis	248119	(J.W.G.Lund) D.K.Hilliard & Asmund, 1963	accepted	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Epipyxis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Class] Chrysophyceae - [Order] Chromulinales - [Family] Dinobryaceae - [Genus] Epipyxis - [Species] Epipyxis polymorpha
Mallomonas allorgei	Species	610254	Mallomonas	249721	(Deflandre) Conrad, 1933	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Mallomonadaceae - [Genus] Mallomonas - [Species] Mallomonas allorgei
Mallomonas hamata	Species	610261	Mallomonas	249721	Asmund, 1979	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Mallomonadaceae - [Genus] Mallomonas - [Species] Mallomonas hamata
Mallomonas punctifera	Species	610275	Mallomonas	249721	Korshikov, 1941	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Mallomonadaceae - [Genus] Mallomonas - [Species] Mallomonas punctifera
Synura sphagnicola	Species	610302	Synura	178594	(Korshikov) Korshikov, 1929	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Synuraceae	Synura	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Synuraceae - [Genus] Synura - [Species] Synura sphagnicola
Melosira lyrata f. lacustris	Forma	984206	Melosira lyrata	616660	Grunow in Van Heurck, 1882	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Melosirales - [Family] Melosiraceae - [Genus] Melosira - [Species] Melosira lyrata - [Forma] Melosira lyrata f. lacustris
Amphora aequalis	Species	610373	Amphora	149200	Krammer, 1980	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Thalassiophysales - [Family] Catenulaceae - [Genus] Amphora - [Species] Amphora aequalis
Aneumastus minor	Species	610376	Aneumastus	163681	Lange-Bertalot, 1993	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Mastogloiales - [Family] Mastogloiaceae - [Genus] Aneumastus - [Species] Aneumastus minor
Navicula tuscula var. stroesei	Variety	695209	Navicula tuscula	163683	Østrup, 1910	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula tuscula - [Variety] Navicula tuscula var. stroesei
Cymbella gaeumannii	Species	179735	Cymbella	149538	Meister, 1934	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella gaeumannii
Cymbella latens	Species	661508	Cymbella	149538	Krasske, 1937	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella latens
Cymbella obscura	Species	661509	Cymbella	149538	Krasske, 1938	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella obscura
Cymbella reichardtii	Species	661511	Cymbella	149538	Krammer, 1985	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella reichardtii
Eunotia circumborealis	Species	610443	Eunotia	149402	Lange-Bertalot & Norpel, 1993	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia circumborealis
Nitzschia angustatula	Species	610590	Nitzschia	149045	Lange-Bertalot, 1987	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia angustatula
Nitzschia heufleriana	Species	610614	Nitzschia	149045	Grunow, 1862	accepted	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia heufleriana
Pinnularia lundii	Species	610697	Pinnularia	149208	Hustedt, 1954	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Pinnulariaceae - [Genus] Pinnularia - [Species] Pinnularia lundii
Planothidium frequentissimum	Species	610723	Planothidium	163540	(Lange-Bertalot) Lange-Bertalot, 1999	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthidiaceae - [Genus] Planothidium - [Species] Planothidium frequentissimum
Psammothidium abundans	Species	610727	Psammothidium	574026	(Manguin, Bourrelly & Manguin) L.Bukhtiyarova, 1996	alternate representation	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthidiaceae - [Genus] Psammothidium - [Species] Psammothidium abundans
Achnanthes levanderi var. levanderi	Variety	969015	Achnanthes levanderi	163579	Hustedt, 1933	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes levanderi - [Variety] Achnanthes levanderi var. levanderi
Rhopalodia brebissonii	Species	610741	Rhopalodia	149565	Krammer, 1987	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Rhopalodia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Rhopalodiales - [Family] Rhopalodiaceae - [Genus] Rhopalodia - [Species] Rhopalodia brebissonii
Korshikoviella michailovskoensis	Species	610898	Korshikoviella	447748	(Elenkin) P.C.Silva, 1959	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Characiaceae	Korshikoviella	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Characiaceae - [Genus] Korshikoviella - [Species] Korshikoviella michailovskoensis
Microspora amoena	Species	610976	Microspora	144202	(Kützing) Rabenhorst, 1868	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Microsporaceae	Microspora	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Microsporaceae - [Genus] Microspora - [Species] Microspora amoena
Closterium littorale	Species	611030	Closterium	162725	F.Gay, 1884	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Closteriaceae - [Genus] Closterium - [Species] Closterium littorale
Cosmarium turpinii	Species	611171	Cosmarium	478557	Brébisson, 1856	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Cosmarium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Cosmarium - [Species] Cosmarium turpinii
Euastrum oblongum	Species	611205	Euastrum	577667	Ralfs, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Euastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Euastrum - [Species] Euastrum oblongum
Euastrum pinnatum	Species	611208	Euastrum	577667	Ralfs, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Euastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Euastrum - [Species] Euastrum pinnatum
Euastrum verrucosum	Species	611211	Euastrum	577667	Ehrenberg ex Ralfs, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Euastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Euastrum - [Species] Euastrum verrucosum
Mesotaenium chlamydosporum	Species	611219	Mesotaenium	600854	De Bary, 1858	accepted	Plantae	Charophyta	Conjugatophyceae	Zygnematales	Mesotaeniaceae	Mesotaenium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Zygnematales - [Family] Mesotaeniaceae - [Genus] Mesotaenium - [Species] Mesotaenium chlamydosporum
Staurastrum pilosum	Species	669377	Staurastrum	162728	Brébisson, 1856	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurastrum - [Species] Staurastrum pilosum
Staurastrum erasum	Species	611283	Staurastrum	162728	Brébisson, 1856	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurastrum - [Species] Staurastrum erasum
Staurastrum pseudopelagicum	Species	611310	Staurastrum	162728	West & G.S.West, 1903	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurastrum - [Species] Staurastrum pseudopelagicum
Staurastrum teliferum	Species	611324	Staurastrum	162728	Ralfs, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurastrum - [Species] Staurastrum teliferum
Staurodesmus sellatus	Species	611341	Staurodesmus	577680	(Teiling) Teiling, 1948	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Staurodesmus - [Species] Staurodesmus sellatus
Achnanthes punctulata	Species	611410	Achnanthes	149191	Simonsen, 1959	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes punctulata
Achnanthes impexa	Species	611520	Achnanthes	149191	Lange-Bertalot, 1989	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes impexa
Brachysira neoexilis	Species	611558	Brachysira	157067	Lange-Bertalot, 1994	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira neoexilis
Brachysira procera	Species	611559	Brachysira	157067	Lange-Bertalot & Gerd Moser, 1994	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira procera
Anomoeoneis garrensis	Species	611546	Anomoeoneis	149411	Lange-Bertalot & Krammer, 1985	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Anomoeoneidaceae	Anomoeoneis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Anomoeoneidaceae - [Genus] Anomoeoneis - [Species] Anomoeoneis garrensis
Adlafia bryophila	Species	612047	Adlafia	601327	(J.B.Petersen) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	accepted	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia bryophila
Navicula dissociata	Species	662450	Navicula	149142	E.Reichardt, 1984	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula dissociata
Cyanodictyon iac	Species	612428	Cyanodictyon	177108	G.Cronberg & Komárek, 1994	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanodictyon	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Synechococcaceae - [Subfamily] Aphanothecoideae - [Genus] Cyanodictyon - [Species] Cyanodictyon iac
Desmodesmus abundans	Species	612498	Desmodesmus	249711	(Kirchner) E.H.Hegewald, 2000	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus abundans
Desmodesmus armatus	Species	612499	Desmodesmus	249711	(Chodat) E.H.Hegewald, 2000	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus armatus
Desmodesmus opoliensis	Species	612508	Desmodesmus	249711	(P.G.Richter) E.Hegewald, 2000	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus opoliensis
Desmodesmus serratus	Species	612513	Desmodesmus	249711	(Corda) S.S.An, Friedl & E.Hegewald, 1999	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus serratus
Diatoma problematica	Species	612525	Diatoma	149013	Lange-Bertalot, 1993	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Diatoma - [Species] Diatoma problematica
Quadricoccus euryhalinicus	Species	613622	Quadricoccus	601055	Kuylenstierna, 1998	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Quadricoccus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Chlorellales - [Family] Oocystaceae - [Genus] Quadricoccus - [Species] Quadricoccus euryhalinicus
Bambusina borreri	Species	614572	Bambusina	600754	(Ralfs) Cleve, 1864	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Bambusina	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Bambusina - [Species] Bambusina borreri
Preperidinium meunieri	Species	614618	Preperidinium	109505	(Pavillard) Elbrächter, 1993	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Preperidinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Preperidinium - [Species] Preperidinium meunieri
Chrysochromulina birgeri	Species	615467	Chrysochromulina	115090	Hällfors & Niemi, 1974	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina birgeri
