scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Chrysochromulina campanulifera	Species	615468	Chrysochromulina	115090	Manton & Leadbeater, 1974	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina campanulifera
Sclerodinium calyptroglyphe	Species	615516	Sclerodinium	601286	(Lebour) J.D.Dodge, 1981	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Sclerodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Sclerodinium - [Species] Sclerodinium calyptroglyphe
Tychonema bourrellyi	Species	615642	Tychonema	177614	(J.W.G.Lund) Anagnostidis & Komárek, 1988	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Tychonema	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Phormidiaceae - [Subfamily] Phormidioideae - [Genus] Tychonema - [Species] Tychonema bourrellyi
Dictyosphaerium planctonicum	Species	647499	Dictyosphaerium	178623	Tiffany & Ahlstrom, 1931	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Chlorellales - [Family] Chlorellaceae - [Genus] Dictyosphaerium - [Species] Dictyosphaerium planctonicum
Closterium juncidum	Species	616457	Closterium	162725	Ralfs, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Closteriaceae - [Genus] Closterium - [Species] Closterium juncidum
Brachysira wygaschii	Species	617320	Brachysira	157067	Lange-Bertalot, 1994	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira wygaschii
Navicula minusculoides	Species	180675	Navicula	149142	Hustedt, 1942	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula minusculoides
Cymbella excisiformis	Species	617392	Cymbella	149538	Krammer, 2002	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella excisiformis
Cymbella lange-bertalotii	Species	617408	Cymbella	149538	Krammer, 2002	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella lange-bertalotii
Encyonema brevicapitatum	Species	617510	Encyonema	149541	Krammer, 1997	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema brevicapitatum
Encyonema minutiforme	Species	617555	Encyonema	149541	Krammer, 1997	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema minutiforme
Encyonema neogracile	Species	617556	Encyonema	149541	Krammer, 1997	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema neogracile
Encyonema pergracile	Species	617564	Encyonema	149541	Krammer, 1997	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema pergracile
Encyonema vulgare	Species	617607	Encyonema	149541	Krammer, 1997	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema vulgare
Planothidium biporomum	Species	618214	Planothidium	163540	(M.H.Hohn & Hellerman) Lange-Bertalot, 1999	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthidiaceae - [Genus] Planothidium - [Species] Planothidium biporomum
Achnanthes daui	Species	661344	Achnanthes	149191	Foged, 1962	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes daui
Achnanthes chlidanos	Species	661772	Achnanthes	149191	M.H.Hohn & Hellerman, 1963	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes chlidanos
Romeria gracilis	Species	618741	Romeria	177595	(Koczwara) Koczwara, 1932	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Romeria	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Pseudanabaenaceae - [Subfamily] Pseudanabaenoideae - [Genus] Romeria - [Species] Romeria gracilis
Chrysochromulina rotalis	Species	619010	Chrysochromulina	115090	Eikrem & Throndsen, 1999	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina rotalis
Chrysochromulina throndsenii	Species	619023	Chrysochromulina	115090	Eikrem, 1996	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina throndsenii
Synura splendida	Species	619579	Synura	178594	Korshikov, 1941	accepted	Chromista	Ochrophyta	Synurophyceae	Synurales	Synuraceae	Synura	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Class] Synurophyceae - [Order] Synurales - [Family] Synuraceae - [Genus] Synura - [Species] Synura splendida
Desmodesmus bicellularis	Species	249712	Desmodesmus	249711	(Chodat) S.S.An, T.Friedl & E.Hegewald, 1999	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus bicellularis
Bitrichia phaseolus	Species	620901	Bitrichia	578212	(B.Fott) B.Fott	accepted	Chromista	Ochrophyta	Chrysophyceae	Hibberdiales	Stylococcaceae	Bitrichia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Class] Chrysophyceae - [Order] Hibberdiales - [Family] Stylococcaceae - [Genus] Bitrichia - [Species] Bitrichia phaseolus
Pantocsekiella costei	Species	1304201	Pantocsekiella	1304085	(Druart & F. Straub, 1988) K.T. Kiss & Ács, 2016	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Pantocsekiella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Pantocsekiella - [Species] Pantocsekiella costei
Navicula cesatii	Species	163962	Navicula	149142	Rabenhorst, 1853	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula cesatii
Cyanocatena imperfecta	Species	622903	Cyanocatena	601244	(Cronberg & Weibull) Joosten, 2006	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanocatena	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Synechococcaceae - [Subfamily] Aphanothecoideae - [Genus] Cyanocatena - [Species] Cyanocatena imperfecta
Planktothrix isothrix	Species	623343	Planktothrix	146551	(Skuja) Komárek & Komárková, 2004	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Phormidiaceae - [Subfamily] Phormidioideae - [Genus] Planktothrix - [Species] Planktothrix isothrix
Delicatophycus delicatulus	Species	1334252	Delicatophycus	1334251	(Kutzing) M.J.Wynne, 2019	accepted	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Delicatophycus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Delicatophycus - [Species] Delicatophycus delicatulus
Cymbella naviculiformis	Species	163980	Cymbella	149538	Auerswald ex Heiberg, 1863	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella naviculiformis
Cymbella subaequalis	Species	179777	Cymbella	149538	Grunow, 1880	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella subaequalis
Cymbella hybrida	Species	179742	Cymbella	149538	Grunow ex Cleve, 1894	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Cymbella - [Species] Cymbella hybrida
Achnanthes lemmermannii var. lemmermannii	Variety	160637	Achnanthes lemmermannii	160636	Hustedt, 1933	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes lemmermannii - [Variety] Achnanthes lemmermannii var. lemmermannii
Aphanothece paralleliformis	Species	624961	Aphanothece	146715	Cronberg, 2003	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Aphanothecaceae	Aphanothece	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Aphanothecaceae - [Genus] Aphanothece - [Species] Aphanothece paralleliformis
Dolichospermum affine	Species	625363	Dolichospermum	578476	(Lemmermann) Wacklin, L.Hoffmann & Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum affine
Dolichospermum compactum	Species	625367	Dolichospermum	578476	(Nygaard) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum compactum
Dolichospermum crassum	Species	625368	Dolichospermum	578476	(Lemmermann) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum crassum
Dolichospermum curvum	Species	625369	Dolichospermum	578476	(H.Hill) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum curvum
Dolichospermum heterosporum	Species	625371	Dolichospermum	578476	(Nygaard) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum heterosporum
Dolichospermum lemmermannii	Species	625374	Dolichospermum	578476	(Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum lemmermannii
Aphanizomenon klebahnii	Species	625385	Aphanizomenon	160567	Elenkin ex Pechar, 2008	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Aphanizomenon - [Species] Aphanizomenon klebahnii
Dolichospermum macrosporum	Species	625403	Dolichospermum	578476	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum macrosporum
Dolichospermum planctonicum	Species	625407	Dolichospermum	578476	(Brunnthaler) Wacklin, L.Hoffmann & Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum planctonicum
Dolichospermum sigmoideum	Species	625408	Dolichospermum	578476	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Nostocaceae - [Genus] Dolichospermum - [Species] Dolichospermum sigmoideum
